Toulouse;3;Chambre;Donner des cours d anglais, Bricolage;Pas d animaux, Non fumeur;Blanchissage, Balade � cheval;Transfert possible;Demi-pension;2022-10-09;2022-10-29
Marseille;6;Tente;Promener les chiens, Donner des cours d anglais;Non fumeur;Piscine, Blanchissage;Transfert possible;Petit d�jeuner;2022-01-28;2022-01-29
Strasbourg;2;Chambre;Babysitting, Bricolage;Non fumeur, Pas d animaux;Piscine, Wifi, Blanchissage;Transfert possible;Demi-pension;2022-12-12;2022-12-14
Draguignan;2;Tente;Jardinage;Non fumeur;Blanchissage, Parking;Pas de transfert;Demi-pension;2022-09-02;2022-09-03
Marseille;5;Chambre;Promener les chiens;;Wifi;Transfert possible;Pension compl�te;2022-09-19;2022-09-20
Paris;2;Tente;Donner des cours d anglais, Bricolage;Non fumeur, Pas d animaux;Balade � cheval, Blanchissage, Wifi;Pas de transfert;Petit d�jeuner;2022-08-10;2022-08-11
Moscou;3;Tente;Promener les chiens, Babysitting;;Balade � cheval, Parking, Piscine;Transfert possible;Petit d�jeuner;2022-07-12;2022-07-19
Marseille;5;Chambre;Donner des cours d anglais, Jardinage;Non fumeur, Pas d animaux;Blanchissage, Wifi;Pas de transfert;Petit d�jeuner;2022-01-30;2022-01-31
Paris;6;Cabane dans un arbre;Donner des cours d anglais, Bricolage;;Wifi;Pas de transfert;Demi-pension;2022-10-20;2022-10-21
Draguignan;4;Cabane dans un arbre;Bricolage, Babysitting;;Piscine;Pas de transfert;Petit d�jeuner;2022-06-23;2022-06-24
Draguignan;3;Tente;Bricolage;Pas d animaux;Piscine;Transfert possible;Pension compl�te;2022-08-31;2022-08-31
Paris;2;Cabane dans un arbre;Donner des cours d anglais, Bricolage;Non fumeur, Pas d animaux;Blanchissage;Transfert possible;Pension compl�te;2022-11-24;2022-11-25
Paris;4;Chambre;Bricolage;;Blanchissage;Pas de transfert;Pension compl�te;2022-09-20;2022-09-21
Seville;6;Cabane dans un arbre;Promener les chiens;Pas d animaux, Non fumeur;Parking, Blanchissage, Wifi;Pas de transfert;Petit d�jeuner;2022-01-13;2022-01-28
Moscou;5;Tente;Babysitting;Pas d animaux;Wifi, Blanchissage;Pas de transfert;Petit d�jeuner;2022-02-17;2022-02-18
Chartres;5;Chambre;Babysitting, Promener les chiens;Non fumeur;Blanchissage, Piscine;Transfert possible;Pension compl�te;2022-07-21;2022-07-25
Berlin;4;Cabane dans un arbre;Bricolage;Pas d animaux;Blanchissage, Wifi;Pas de transfert;Demi-pension;2022-05-05;2022-05-16
Berlin;2;Chambre;Jardinage, Babysitting;;Balade � cheval, Wifi, Parking;Transfert possible;Demi-pension;2022-12-13;2022-12-18
Seville;6;Tente;Jardinage, Donner des cours d anglais;Non fumeur, Pas d animaux;Piscine, Parking, Blanchissage;Transfert possible;Demi-pension;2022-01-24;2022-01-25
Avignon;3;Tente;Jardinage, Promener les chiens;Non fumeur, Pas d animaux;Balade � cheval, Blanchissage, Piscine;Pas de transfert;Demi-pension;2022-08-08;2022-08-09
Paris;3;Cabane dans un arbre;Donner des cours d anglais;Non fumeur;Parking, Balade � cheval;Pas de transfert;Pension compl�te;2022-10-03;2022-10-14
Chartres;4;Tente;Bricolage, Jardinage;;Blanchissage;Transfert possible;Demi-pension;2022-11-17;2022-11-22
Toulouse;6;Cabane dans un arbre;Bricolage;Pas d animaux, Non fumeur;Wifi;Pas de transfert;Demi-pension;2022-08-26;2022-08-27
Avignon;3;Chambre;Promener les chiens, Jardinage;Non fumeur, Pas d animaux;Piscine, Blanchissage;Transfert possible;Demi-pension;2022-07-10;2022-07-24
Toulouse;3;Cabane dans un arbre;Donner des cours d anglais;Pas d animaux;Balade � cheval, Wifi, Piscine;Pas de transfert;Petit d�jeuner;2022-07-19;2022-07-20
Toulouse;3;Tente;Bricolage, Donner des cours d anglais;Non fumeur, Pas d animaux;Piscine, Parking, Blanchissage;Transfert possible;Demi-pension;2022-12-02;2022-12-26
Strasbourg;4;Tente;Bricolage;Non fumeur;Balade � cheval, Blanchissage, Piscine;Pas de transfert;Petit d�jeuner;2022-06-24;2022-06-25
Berlin;4;Cabane dans un arbre;Bricolage;;Wifi, Parking;Transfert possible;Demi-pension;2022-01-15;2022-01-16
Paris;3;Chambre;Promener les chiens, Donner des cours d anglais;;Balade � cheval, Piscine;Pas de transfert;Petit d�jeuner;2022-03-29;2022-03-30
Seville;3;Chambre;Promener les chiens;Non fumeur, Pas d animaux;Wifi;Transfert possible;Demi-pension;2022-11-14;2022-11-15
Paris;3;Tente;Promener les chiens, Jardinage;;Piscine, Blanchissage;Transfert possible;Petit d�jeuner;2022-04-09;2022-04-10
Berlin;3;Cabane dans un arbre;Donner des cours d anglais, Babysitting;Non fumeur;Blanchissage, Balade � cheval, Piscine;Transfert possible;Petit d�jeuner;2022-06-21;2022-06-22
Berlin;2;Cabane dans un arbre;Bricolage, Babysitting;;Wifi, Blanchissage, Parking;Pas de transfert;Petit d�jeuner;2022-12-11;2022-12-12
Strasbourg;6;Cabane dans un arbre;Babysitting, Promener les chiens;Pas d animaux, Non fumeur;Piscine, Parking;Pas de transfert;Petit d�jeuner;2022-05-28;2022-05-29
Avignon;4;Cabane dans un arbre;Jardinage, Babysitting;Pas d animaux;Wifi;Transfert possible;Demi-pension;2022-12-26;2022-12-27
Chartres;3;Cabane dans un arbre;Bricolage;;Parking, Piscine, Wifi;Pas de transfert;Demi-pension;2022-11-21;2022-11-22
Marseille;5;Tente;Promener les chiens;Pas d animaux, Non fumeur;Piscine, Blanchissage;Transfert possible;Demi-pension;2022-12-10;2022-12-11
Strasbourg;2;Tente;Babysitting, Donner des cours d anglais;;Wifi, Balade � cheval, Blanchissage;Transfert possible;Demi-pension;2022-04-07;2022-04-12
Berlin;3;Chambre;Promener les chiens;;Wifi;Pas de transfert;Petit d�jeuner;2022-08-14;2022-08-15
Chartres;4;Chambre;Babysitting, Promener les chiens;;Parking;Pas de transfert;Demi-pension;2022-09-05;2022-09-10
Toulouse;6;Chambre;Promener les chiens;Non fumeur, Pas d animaux;Balade � cheval;Pas de transfert;Pension compl�te;2022-02-20;2022-02-27
Marseille;4;Chambre;Promener les chiens, Babysitting;Pas d animaux;Balade � cheval, Parking, Wifi;Transfert possible;Pension compl�te;2022-09-02;2022-09-25
Marseille;5;Tente;Babysitting, Bricolage;Pas d animaux;Parking;Transfert possible;Demi-pension;2022-02-11;2022-02-12
Avignon;5;Chambre;Jardinage, Promener les chiens;Non fumeur;Wifi, Parking, Blanchissage;Transfert possible;Demi-pension;2022-08-20;2022-08-29
Draguignan;3;Tente;Jardinage;Pas d animaux, Non fumeur;Blanchissage, Wifi, Balade � cheval;Pas de transfert;Pension compl�te;2022-06-18;2022-06-25
Marseille;2;Cabane dans un arbre;Babysitting;Pas d animaux;Piscine;Pas de transfert;Demi-pension;2022-08-21;2022-08-31
Marseille;3;Cabane dans un arbre;Jardinage;Non fumeur;Balade � cheval;Transfert possible;Petit d�jeuner;2022-09-28;2022-09-29
Avignon;2;Tente;Bricolage;;Balade � cheval;Transfert possible;Pension compl�te;2022-12-11;2022-12-24
Moscou;6;Cabane dans un arbre;Jardinage;;Piscine, Blanchissage;Transfert possible;Demi-pension;2022-11-26;2022-11-27
Marseille;4;Cabane dans un arbre;Bricolage, Babysitting;Pas d animaux, Non fumeur;Piscine, Wifi, Parking;Pas de transfert;Pension compl�te;2022-03-25;2022-03-26
Paris;3;Chambre;Bricolage;;Blanchissage;Pas de transfert;Demi-pension;2022-07-27;2022-07-28
Toulouse;2;Chambre;Jardinage, Donner des cours d anglais;Non fumeur, Pas d animaux;Piscine;Transfert possible;Demi-pension;2022-09-09;2022-09-10
Toulouse;2;Chambre;Babysitting;Non fumeur, Pas d animaux;Piscine;Transfert possible;Pension compl�te;2022-05-15;2022-05-26
Draguignan;2;Chambre;Babysitting, Bricolage;Non fumeur, Pas d animaux;Wifi;Pas de transfert;Demi-pension;2022-09-09;2022-09-10
Avignon;6;Tente;Bricolage;Non fumeur;Wifi, Piscine, Parking;Transfert possible;Demi-pension;2022-05-04;2022-05-06
Berlin;5;Chambre;Babysitting, Promener les chiens;Non fumeur;Balade � cheval, Piscine, Wifi;Transfert possible;Demi-pension;2022-09-13;2022-09-14
Marseille;6;Tente;Babysitting;;Blanchissage;Pas de transfert;Demi-pension;2022-11-25;2022-11-26
Seville;6;Chambre;Jardinage, Promener les chiens;Pas d animaux;Wifi, Blanchissage, Balade � cheval;Pas de transfert;Pension compl�te;2022-01-09;2022-01-10
Marseille;2;Cabane dans un arbre;Bricolage;Non fumeur, Pas d animaux;Parking;Transfert possible;Demi-pension;2022-02-28;2022-02-28
Seville;6;Chambre;Bricolage;Non fumeur;Wifi;Pas de transfert;Demi-pension;2022-06-09;2022-06-26
Toulouse;5;Cabane dans un arbre;Babysitting, Donner des cours d anglais;Non fumeur, Pas d animaux;Balade � cheval, Blanchissage;Pas de transfert;Demi-pension;2022-10-18;2022-10-19
Draguignan;4;Chambre;Bricolage;Non fumeur;Balade � cheval, Blanchissage, Parking;Pas de transfert;Demi-pension;2022-09-01;2022-09-21
Moscou;5;Tente;Babysitting;Pas d animaux, Non fumeur;Blanchissage;Pas de transfert;Demi-pension;2022-04-30;2022-05-31
Paris;3;Tente;Donner des cours d anglais;;Piscine, Parking;Pas de transfert;Demi-pension;2022-04-19;2022-04-20
Strasbourg;6;Cabane dans un arbre;Donner des cours d anglais, Babysitting;Pas d animaux;Parking, Wifi;Pas de transfert;Demi-pension;2022-09-12;2022-09-13
Seville;4;Cabane dans un arbre;Bricolage, Donner des cours d anglais;Non fumeur, Pas d animaux;Wifi, Parking;Pas de transfert;Demi-pension;2022-11-28;2022-11-29
Berlin;3;Tente;Donner des cours d anglais, Babysitting;Non fumeur, Pas d animaux;Blanchissage;Transfert possible;Petit d�jeuner;2022-08-24;2022-08-25
Paris;3;Cabane dans un arbre;Promener les chiens, Donner des cours d anglais;Pas d animaux, Non fumeur;Blanchissage;Pas de transfert;Demi-pension;2022-04-03;2022-04-20
Paris;6;Chambre;Babysitting, Bricolage;;Parking, Blanchissage;Pas de transfert;Pension compl�te;2022-12-19;2022-12-24
Strasbourg;5;Tente;Jardinage, Babysitting;;Parking, Wifi, Balade � cheval;Transfert possible;Demi-pension;2022-04-01;2022-04-26
Chartres;6;Tente;Donner des cours d anglais, Promener les chiens;Pas d animaux;Balade � cheval, Blanchissage, Parking;Transfert possible;Petit d�jeuner;2022-04-12;2022-04-25
Strasbourg;6;Cabane dans un arbre;Bricolage;Pas d animaux;Blanchissage;Pas de transfert;Demi-pension;2022-11-30;2022-12-31
Chartres;2;Cabane dans un arbre;Babysitting;;Wifi;Pas de transfert;Demi-pension;2022-06-06;2022-06-07
Marseille;4;Chambre;Promener les chiens;Non fumeur, Pas d animaux;Parking, Blanchissage, Wifi;Transfert possible;Pension compl�te;2022-01-27;2022-01-28
Draguignan;6;Chambre;Jardinage, Promener les chiens;Non fumeur;Balade � cheval, Piscine, Blanchissage;Pas de transfert;Petit d�jeuner;2022-05-04;2022-05-20
Strasbourg;4;Cabane dans un arbre;Jardinage, Promener les chiens;Pas d animaux;Blanchissage, Wifi;Pas de transfert;Demi-pension;2022-11-06;2022-11-23
Moscou;6;Tente;Promener les chiens, Donner des cours d anglais;Pas d animaux;Blanchissage, Piscine, Wifi;Transfert possible;Pension compl�te;2022-07-03;2022-07-10
Moscou;2;Cabane dans un arbre;Promener les chiens, Jardinage;;Piscine, Blanchissage, Parking;Transfert possible;Pension compl�te;2022-11-30;2022-12-31
Strasbourg;3;Cabane dans un arbre;Bricolage, Jardinage;Non fumeur, Pas d animaux;Wifi;Transfert possible;Demi-pension;2022-10-05;2022-10-06
Strasbourg;5;Chambre;Promener les chiens;;Parking;Pas de transfert;Demi-pension;2022-06-21;2022-06-22
Avignon;2;Chambre;Jardinage;;Wifi, Parking;Pas de transfert;Demi-pension;2022-01-01;2022-01-14
Paris;2;Tente;Donner des cours d anglais;Pas d animaux, Non fumeur;Piscine;Pas de transfert;Petit d�jeuner;2022-03-07;2022-03-08
Draguignan;4;Tente;Jardinage, Promener les chiens;;Blanchissage, Wifi, Piscine;Transfert possible;Pension compl�te;2022-08-04;2022-08-11
Draguignan;5;Cabane dans un arbre;Jardinage;Pas d animaux, Non fumeur;Balade � cheval, Blanchissage, Wifi;Pas de transfert;Petit d�jeuner;2022-08-01;2022-08-11
Marseille;2;Cabane dans un arbre;Promener les chiens, Bricolage;Non fumeur;Balade � cheval;Transfert possible;Demi-pension;2022-02-11;2022-02-12
Avignon;6;Chambre;Bricolage;;Balade � cheval, Wifi, Parking;Pas de transfert;Pension compl�te;2022-07-11;2022-07-23
Seville;6;Tente;Jardinage;;Wifi;Transfert possible;Pension compl�te;2022-05-09;2022-05-18
Marseille;2;Tente;Promener les chiens, Jardinage;;Parking;Pas de transfert;Pension compl�te;2022-09-09;2022-09-10
Toulouse;5;Chambre;Bricolage, Donner des cours d anglais;Non fumeur, Pas d animaux;Piscine;Transfert possible;Demi-pension;2022-11-09;2022-11-22
Strasbourg;4;Tente;Babysitting;Pas d animaux, Non fumeur;Balade � cheval, Blanchissage;Pas de transfert;Demi-pension;2022-08-12;2022-08-18
Draguignan;4;Cabane dans un arbre;Donner des cours d anglais, Jardinage;Non fumeur;Wifi;Transfert possible;Pension compl�te;2022-06-19;2022-06-28
Toulouse;4;Cabane dans un arbre;Babysitting;;Wifi;Pas de transfert;Pension compl�te;2022-06-29;2022-06-30
Marseille;3;Tente;Promener les chiens, Donner des cours d anglais;Non fumeur, Pas d animaux;Balade � cheval, Wifi;Pas de transfert;Pension compl�te;2022-10-27;2022-10-28
Moscou;6;Chambre;Promener les chiens;;Balade � cheval, Wifi, Piscine;Pas de transfert;Demi-pension;2022-01-22;2022-01-23
Paris;4;Cabane dans un arbre;Promener les chiens;;Piscine;Pas de transfert;Petit d�jeuner;2022-05-19;2022-05-20
Avignon;4;Cabane dans un arbre;Donner des cours d anglais;;Balade � cheval;Pas de transfert;Pension compl�te;2022-07-29;2022-07-30
Avignon;5;Cabane dans un arbre;Donner des cours d anglais, Jardinage;Non fumeur;Piscine, Balade � cheval, Blanchissage;Transfert possible;Demi-pension;2022-12-09;2022-12-16
Toulouse;2;Cabane dans un arbre;Donner des cours d anglais;Pas d animaux, Non fumeur;Piscine, Blanchissage, Wifi;Pas de transfert;Demi-pension;2022-07-18;2022-07-21
Draguignan;6;Tente;Donner des cours d anglais, Bricolage;Pas d animaux, Non fumeur;Piscine, Parking;Transfert possible;Pension compl�te;2022-01-02;2022-01-28
Marseille;4;Chambre;Promener les chiens;Pas d animaux, Non fumeur;Parking;Transfert possible;Demi-pension;2022-07-12;2022-07-25
Berlin;4;Chambre;Promener les chiens, Jardinage;Non fumeur, Pas d animaux;Wifi;Transfert possible;Pension compl�te;2022-02-05;2022-02-24
Paris;4;Tente;Jardinage;Non fumeur;Piscine, Wifi, Parking;Transfert possible;Petit d�jeuner;2022-06-13;2022-06-14
Draguignan;2;Cabane dans un arbre;Promener les chiens;Non fumeur, Pas d animaux;Piscine, Wifi, Balade � cheval;Pas de transfert;Demi-pension;2022-10-24;2022-10-27
Toulouse;2;Tente;Bricolage;;Balade � cheval;Transfert possible;Pension compl�te;2022-10-19;2022-10-20
Marseille;6;Chambre;Promener les chiens, Babysitting;;Parking, Blanchissage;Pas de transfert;Demi-pension;2022-06-27;2022-06-28
Berlin;5;Tente;Promener les chiens;Pas d animaux, Non fumeur;Wifi, Piscine, Blanchissage;Pas de transfert;Pension compl�te;2022-03-28;2022-03-29
Chartres;6;Chambre;Bricolage, Jardinage;Non fumeur, Pas d animaux;Parking, Blanchissage, Balade � cheval;Pas de transfert;Demi-pension;2022-09-16;2022-09-29
Chartres;5;Cabane dans un arbre;Jardinage;Non fumeur, Pas d animaux;Wifi;Transfert possible;Demi-pension;2022-04-02;2022-04-07
Marseille;5;Cabane dans un arbre;Jardinage;Non fumeur, Pas d animaux;Blanchissage;Pas de transfert;Pension compl�te;2022-06-18;2022-06-24
Paris;5;Tente;Jardinage;;Balade � cheval;Pas de transfert;Petit d�jeuner;2022-10-16;2022-10-17
Marseille;5;Tente;Bricolage;Non fumeur;Balade � cheval, Parking, Piscine;Pas de transfert;Demi-pension;2022-04-16;2022-04-30
Seville;4;Cabane dans un arbre;Jardinage;Pas d animaux, Non fumeur;Piscine;Transfert possible;Demi-pension;2022-05-02;2022-05-08
Moscou;3;Tente;Bricolage;;Piscine;Pas de transfert;Pension compl�te;2022-11-27;2022-11-28
Berlin;4;Cabane dans un arbre;Bricolage;Pas d animaux;Balade � cheval;Pas de transfert;Petit d�jeuner;2022-04-27;2022-04-28
Strasbourg;5;Tente;Bricolage;;Blanchissage, Parking;Pas de transfert;Pension compl�te;2022-09-29;2022-09-30
Paris;5;Cabane dans un arbre;Promener les chiens, Bricolage;Pas d animaux;Balade � cheval, Blanchissage, Wifi;Pas de transfert;Pension compl�te;2022-04-25;2022-04-26
Toulouse;6;Chambre;Jardinage, Donner des cours d anglais;Pas d animaux, Non fumeur;Wifi, Blanchissage;Pas de transfert;Petit d�jeuner;2022-06-27;2022-06-28
Avignon;5;Cabane dans un arbre;Babysitting;Pas d animaux, Non fumeur;Parking, Blanchissage;Pas de transfert;Demi-pension;2022-12-07;2022-12-08
Paris;6;Cabane dans un arbre;Babysitting, Jardinage;Pas d animaux, Non fumeur;Piscine, Wifi;Transfert possible;Petit d�jeuner;2022-10-18;2022-10-26
Toulouse;4;Cabane dans un arbre;Jardinage;;Parking;Transfert possible;Demi-pension;2022-11-14;2022-11-24
Chartres;2;Tente;Babysitting;;Piscine, Parking, Wifi;Transfert possible;Petit d�jeuner;2022-10-22;2022-10-23
Moscou;6;Cabane dans un arbre;Bricolage;;Parking, Piscine, Blanchissage;Transfert possible;Petit d�jeuner;2022-04-03;2022-04-28
Berlin;4;Cabane dans un arbre;Bricolage, Babysitting;Pas d animaux;Blanchissage;Pas de transfert;Petit d�jeuner;2022-12-04;2022-12-31
Draguignan;4;Tente;Jardinage;Pas d animaux, Non fumeur;Piscine, Blanchissage;Pas de transfert;Demi-pension;2022-06-27;2022-06-28
Marseille;6;Cabane dans un arbre;Babysitting;Non fumeur, Pas d animaux;Wifi, Parking;Transfert possible;Pension compl�te;2022-04-24;2022-04-25
Marseille;3;Tente;Bricolage, Jardinage;Non fumeur, Pas d animaux;Wifi, Blanchissage, Parking;Transfert possible;Petit d�jeuner;2022-09-05;2022-09-06
Draguignan;3;Chambre;Bricolage;Pas d animaux, Non fumeur;Parking;Pas de transfert;Demi-pension;2022-04-13;2022-04-14
Chartres;2;Tente;Jardinage, Bricolage;Non fumeur, Pas d animaux;Wifi;Transfert possible;Petit d�jeuner;2022-11-12;2022-11-13
Paris;3;Tente;Babysitting, Jardinage;Non fumeur;Blanchissage, Parking;Pas de transfert;Pension compl�te;2022-08-08;2022-08-09
Moscou;6;Chambre;Promener les chiens;Pas d animaux;Blanchissage, Wifi, Parking;Transfert possible;Petit d�jeuner;2022-11-18;2022-11-19
Moscou;6;Chambre;Promener les chiens;Pas d animaux, Non fumeur;Piscine, Parking, Balade � cheval;Pas de transfert;Demi-pension;2022-05-08;2022-05-09
Toulouse;3;Cabane dans un arbre;Bricolage;Pas d animaux;Parking, Blanchissage, Piscine;Transfert possible;Pension compl�te;2022-08-13;2022-08-29
Moscou;2;Tente;Babysitting, Promener les chiens;Non fumeur, Pas d animaux;Wifi;Pas de transfert;Petit d�jeuner;2022-06-15;2022-06-19
Seville;4;Cabane dans un arbre;Bricolage, Donner des cours d anglais;Non fumeur, Pas d animaux;Balade � cheval, Piscine;Pas de transfert;Petit d�jeuner;2022-05-19;2022-05-20
Marseille;6;Cabane dans un arbre;Babysitting, Bricolage;;Balade � cheval, Wifi;Pas de transfert;Petit d�jeuner;2022-09-07;2022-09-11
Seville;2;Tente;Babysitting, Jardinage;Pas d animaux, Non fumeur;Blanchissage;Pas de transfert;Petit d�jeuner;2022-12-06;2022-12-31
Seville;2;Chambre;Donner des cours d anglais, Jardinage;Pas d animaux;Piscine, Blanchissage, Balade � cheval;Transfert possible;Petit d�jeuner;2022-06-08;2022-06-25
Moscou;5;Tente;Babysitting;Non fumeur;Parking;Pas de transfert;Demi-pension;2022-12-20;2022-12-23
Moscou;6;Tente;Jardinage;Pas d animaux, Non fumeur;Piscine, Wifi, Parking;Pas de transfert;Petit d�jeuner;2022-11-25;2022-11-26
Strasbourg;3;Cabane dans un arbre;Donner des cours d anglais;;Balade � cheval, Piscine;Transfert possible;Petit d�jeuner;2022-07-04;2022-07-28
Chartres;3;Chambre;Babysitting, Bricolage;Non fumeur, Pas d animaux;Parking, Piscine;Transfert possible;Demi-pension;2022-07-07;2022-07-29
Berlin;3;Cabane dans un arbre;Donner des cours d anglais;;Balade � cheval, Wifi;Transfert possible;Pension compl�te;2022-07-15;2022-07-16
Marseille;2;Cabane dans un arbre;Babysitting, Promener les chiens;Pas d animaux;Balade � cheval, Parking;Transfert possible;Demi-pension;2022-09-13;2022-09-14
Strasbourg;3;Chambre;Bricolage, Babysitting;Non fumeur, Pas d animaux;Parking;Pas de transfert;Pension compl�te;2022-06-21;2022-06-22
Seville;3;Cabane dans un arbre;Babysitting, Jardinage;Pas d animaux, Non fumeur;Wifi, Blanchissage, Balade � cheval;Pas de transfert;Petit d�jeuner;2022-12-06;2022-12-31
Marseille;6;Cabane dans un arbre;Bricolage;;Wifi;Transfert possible;Pension compl�te;2022-02-22;2022-02-28
Chartres;5;Cabane dans un arbre;Jardinage;;Wifi, Piscine;Transfert possible;Petit d�jeuner;2022-01-22;2022-01-28
Seville;3;Tente;Jardinage, Babysitting;Pas d animaux;Piscine;Pas de transfert;Petit d�jeuner;2022-04-09;2022-04-21
Berlin;4;Cabane dans un arbre;Donner des cours d anglais;;Blanchissage, Balade � cheval, Piscine;Pas de transfert;Petit d�jeuner;2022-02-23;2022-02-24
Berlin;5;Chambre;Jardinage;Non fumeur;Blanchissage, Balade � cheval, Wifi;Pas de transfert;Demi-pension;2022-02-24;2022-02-25
Avignon;6;Chambre;Promener les chiens;;Wifi;Pas de transfert;Petit d�jeuner;2022-01-06;2022-01-17
Paris;4;Cabane dans un arbre;Donner des cours d anglais, Promener les chiens;Non fumeur, Pas d animaux;Blanchissage;Pas de transfert;Demi-pension;2022-02-03;2022-02-24
Strasbourg;4;Cabane dans un arbre;Jardinage;Pas d animaux, Non fumeur;Wifi, Balade � cheval, Parking;Transfert possible;Petit d�jeuner;2022-09-05;2022-09-11
Chartres;3;Cabane dans un arbre;Donner des cours d anglais, Babysitting;Pas d animaux;Blanchissage, Piscine;Pas de transfert;Pension compl�te;2022-04-25;2022-04-26
Strasbourg;6;Tente;Donner des cours d anglais, Babysitting;Non fumeur;Piscine, Blanchissage, Balade � cheval;Pas de transfert;Pension compl�te;2022-01-29;2022-01-30
Paris;4;Cabane dans un arbre;Jardinage;Pas d animaux, Non fumeur;Wifi, Blanchissage;Transfert possible;Demi-pension;2022-11-26;2022-11-27
Toulouse;6;Tente;Promener les chiens;;Wifi, Parking;Transfert possible;Petit d�jeuner;2022-06-06;2022-06-07
Seville;6;Cabane dans un arbre;Promener les chiens;Pas d animaux;Blanchissage;Transfert possible;Demi-pension;2022-04-28;2022-04-29
Toulouse;2;Tente;Babysitting;Pas d animaux, Non fumeur;Blanchissage;Pas de transfert;Pension compl�te;2022-12-14;2022-12-26
Chartres;2;Chambre;Promener les chiens;Pas d animaux, Non fumeur;Piscine, Balade � cheval, Wifi;Transfert possible;Pension compl�te;2022-05-01;2022-05-10
Strasbourg;3;Chambre;Jardinage;Non fumeur;Parking;Transfert possible;Demi-pension;2022-08-29;2022-08-30
Seville;5;Tente;Donner des cours d anglais, Bricolage;Pas d animaux;Wifi;Pas de transfert;Petit d�jeuner;2022-03-15;2022-03-26
Moscou;2;Chambre;Promener les chiens;Non fumeur;Piscine, Balade � cheval, Wifi;Pas de transfert;Petit d�jeuner;2022-06-07;2022-06-08
Moscou;5;Tente;Jardinage;Pas d animaux;Parking;Transfert possible;Petit d�jeuner;2022-05-09;2022-05-10
Berlin;5;Chambre;Babysitting, Jardinage;;Blanchissage, Wifi;Pas de transfert;Pension compl�te;2022-06-02;2022-06-15
Berlin;3;Chambre;Babysitting;Non fumeur;Blanchissage, Parking;Pas de transfert;Demi-pension;2022-05-15;2022-05-19
Avignon;2;Cabane dans un arbre;Promener les chiens;;Blanchissage;Transfert possible;Petit d�jeuner;2022-12-01;2022-12-25
Berlin;2;Chambre;Bricolage;Pas d animaux;Wifi;Transfert possible;Pension compl�te;2022-02-17;2022-02-18
Paris;2;Chambre;Babysitting, Jardinage;Pas d animaux;Blanchissage, Parking;Transfert possible;Petit d�jeuner;2022-11-13;2022-11-14
Chartres;5;Chambre;Jardinage;;Parking, Balade � cheval;Transfert possible;Demi-pension;2022-10-18;2022-10-19
Toulouse;5;Cabane dans un arbre;Jardinage, Bricolage;;Piscine, Parking;Transfert possible;Demi-pension;2022-09-10;2022-09-16
Moscou;2;Chambre;Babysitting, Jardinage;Non fumeur;Wifi, Piscine, Blanchissage;Pas de transfert;Demi-pension;2022-04-05;2022-04-17
Paris;5;Cabane dans un arbre;Jardinage, Donner des cours d anglais;Pas d animaux, Non fumeur;Wifi;Transfert possible;Petit d�jeuner;2022-11-27;2022-11-28
Avignon;2;Tente;Bricolage, Babysitting;;Balade � cheval, Wifi;Pas de transfert;Petit d�jeuner;2022-01-08;2022-01-09
Strasbourg;6;Chambre;Donner des cours d anglais, Bricolage;;Parking;Pas de transfert;Pension compl�te;2022-12-11;2022-12-12
Chartres;5;Chambre;Jardinage, Babysitting;;Parking, Balade � cheval;Transfert possible;Demi-pension;2022-03-25;2022-03-26
Strasbourg;6;Cabane dans un arbre;Babysitting;;Balade � cheval;Transfert possible;Demi-pension;2022-05-13;2022-05-14
Paris;5;Tente;Donner des cours d anglais, Bricolage;Non fumeur, Pas d animaux;Wifi, Piscine;Transfert possible;Pension compl�te;2022-03-04;2022-03-05
Strasbourg;3;Tente;Bricolage, Promener les chiens;;Balade � cheval;Transfert possible;Pension compl�te;2022-06-24;2022-06-25
Seville;2;Cabane dans un arbre;Jardinage;Pas d animaux;Piscine, Blanchissage, Parking;Pas de transfert;Pension compl�te;2022-09-19;2022-09-20
Avignon;3;Tente;Promener les chiens, Jardinage;Pas d animaux;Blanchissage;Transfert possible;Pension compl�te;2022-11-09;2022-11-19
Berlin;3;Tente;Donner des cours d anglais, Jardinage;Pas d animaux, Non fumeur;Parking;Pas de transfert;Petit d�jeuner;2022-06-26;2022-06-27
Draguignan;5;Cabane dans un arbre;Promener les chiens, Bricolage;Pas d animaux, Non fumeur;Parking, Blanchissage, Piscine;Pas de transfert;Demi-pension;2022-11-17;2022-11-19
Toulouse;6;Chambre;Bricolage, Donner des cours d anglais;Pas d animaux, Non fumeur;Piscine, Blanchissage;Pas de transfert;Demi-pension;2022-07-27;2022-07-28
Draguignan;2;Cabane dans un arbre;Jardinage, Babysitting;Pas d animaux, Non fumeur;Wifi, Balade � cheval;Transfert possible;Pension compl�te;2022-07-22;2022-07-23
Avignon;6;Chambre;Jardinage;Pas d animaux;Parking, Balade � cheval, Wifi;Transfert possible;Pension compl�te;2022-02-11;2022-02-12
Marseille;3;Tente;Promener les chiens;;Balade � cheval, Blanchissage;Pas de transfert;Demi-pension;2022-10-13;2022-10-14
Paris;2;Chambre;Bricolage, Donner des cours d anglais;Non fumeur;Parking;Transfert possible;Demi-pension;2022-07-01;2022-07-27
Chartres;5;Chambre;Jardinage, Babysitting;Pas d animaux;Balade � cheval, Parking, Blanchissage;Transfert possible;Demi-pension;2022-05-19;2022-05-20
